"","Tree Number","Site","Seed Zone","Measurement.Year","Date Measured","Tree Height (cm)","Tree Diameter (mm)","Health","Comment","Date Planted","Temp Tree Number","New Tree Number","Elk Browse","Planted Growth Days","Final.Health"
"1790",201,"Renton","OR",2024,2024-06-18,54,12.9,"Alive","Browsed top 1/2",2022-05-07,201,188,"Y",773,"Dead"
"1791",201,"Renton","OR",2025,2025-06-12,NA,NA,"Dead","Missing/presumed dead/in vicinity of fallen tree from December",2022-05-07,201,188,"N",1132,"Dead"
"1792",201,"Renton","OR",2026,2026-04-30,NA,NA,"Dead","missing, presumed crushed by tree last year",2022-05-07,201,188,"N",1454,"Dead"
"1793",201,"Renton","WA",2022,2022-05-05,103,11,"Alive",NA,2022-05-07,446,195,"N",-2,"Alive"
"1794",201,"Renton","WA",2023,2023-04-12,109,12.8,"Alive",NA,2022-05-07,446,195,"N",340,"Alive"
"1795",201,"Renton","WA",2024,2024-06-18,156,17.6,"Alive",NA,2022-05-07,446,195,"N",773,"Alive"
"1796",201,"Renton","WA",2025,2025-06-12,204,27.5,"Alive",NA,2022-05-07,446,195,"N",1132,"Alive"
"1797",201,"Renton","WA",2026,2026-04-30,220,30.03,"Alive",NA,2022-05-07,446,195,"N",1454,"Alive"
"1798",202,"Renton","OR",2022,2022-05-05,83,8.7,"Alive",NA,2022-05-07,202,190,"N",-2,"Alive"
"1799",202,"Renton","OR",2023,2023-04-12,95,12.8,"Alive",NA,2022-05-07,202,190,"N",340,"Alive"
"1800",202,"Renton","OR",2024,2024-06-18,119,16.5,"Alive",NA,2022-05-07,202,190,"N",773,"Alive"
"1801",202,"Renton","OR",2025,2025-06-12,135,23.9,"Alive",NA,2022-05-07,202,190,"N",1132,"Alive"
"1802",202,"Renton","OR",2026,2026-04-30,140,21.81,"Alive",NA,2022-05-07,202,190,"N",1454,"Alive"
"1803",202,"Renton","WA",2022,2022-05-05,104,13.5,"Alive",NA,2022-05-07,447,197,"N",-2,"Alive"
"1804",202,"Renton","WA",2023,2023-04-12,110,18.6,"Alive",NA,2022-05-07,447,197,"N",340,"Alive"
"1805",202,"Renton","WA",2024,2024-06-18,151,23.3,"Alive",NA,2022-05-07,447,197,"N",773,"Alive"
"1806",202,"Renton","WA",2025,2025-06-12,197,28.6,"Alive",NA,2022-05-07,447,197,"N",1132,"Alive"
"1807",202,"Renton","WA",2026,2026-04-30,203,31.09,"Alive",NA,2022-05-07,447,197,"N",1454,"Alive"
"1808",203,"Renton","OR",2022,2022-05-05,66,7,"Alive",NA,2022-05-07,203,191,"N",-2,"Dead"
"1809",203,"Renton","OR",2023,2023-04-12,71,7.2,"Alive",NA,2022-05-07,203,191,"N",340,"Dead"
"1810",203,"Renton","OR",2024,2024-06-18,47,10.1,"Alive","Browsed top 1/2",2022-05-07,203,191,"Y",773,"Dead"
"1811",203,"Renton","OR",2025,2025-06-12,NA,NA,"Dead","Missing/presumed dead",2022-05-07,203,191,"N",1132,"Dead"
"1812",203,"Renton","OR",2026,2026-04-30,NA,NA,"Dead","missing, presumed crushed by tree last year",2022-05-07,203,191,"N",1454,"Dead"
"1813",203,"Renton","WA",2022,2022-05-05,82,10.4,"Alive",NA,2022-05-07,448,199,"N",-2,"Alive"
"1814",203,"Renton","WA",2023,2023-04-12,85,11.5,"Alive",NA,2022-05-07,448,199,"N",340,"Alive"
"1815",203,"Renton","WA",2024,2024-06-18,109,12.3,"Alive","Browsed top 1/2",2022-05-07,448,199,"Y",773,"Alive"
"1816",203,"Renton","WA",2025,2025-06-12,136,14.8,"Alive","Browsed",2022-05-07,448,199,"Y",1132,"Alive"
"1817",203,"Renton","WA",2026,2026-04-30,145,17.27,"Alive","browning base, mechanical damage at midway stem",2022-05-07,448,199,"N",1454,"Alive"
"1818",204,"Renton","OR",2022,2022-05-05,61,7.5,"Alive",NA,2022-05-07,204,193,"N",-2,"Alive"
"1819",204,"Renton","OR",2023,2023-04-12,66,8,"Alive",NA,2022-05-07,204,193,"N",340,"Alive"
"1820",204,"Renton","OR",2024,2024-06-18,54,10.9,"Alive","Browsed top 1/2",2022-05-07,204,193,"Y",773,"Alive"
"1821",204,"Renton","OR",2025,2025-06-12,87,16.4,"Alive","Browsed",2022-05-07,204,193,"Y",1132,"Alive"
"1822",204,"Renton","OR",2026,2026-04-30,92,15.4,"Alive",NA,2022-05-07,204,193,"N",1454,"Alive"
"1823",204,"Renton","WA",2022,2022-05-05,87,12,"Alive",NA,2022-05-07,449,201,"N",-2,"Alive"
"1824",204,"Renton","WA",2023,2023-04-12,91,13.8,"Alive",NA,2022-05-07,449,201,"N",340,"Alive"
"1825",204,"Renton","WA",2024,2024-06-18,117,15.4,"Alive",NA,2022-05-07,449,201,"N",773,"Alive"
"1826",204,"Renton","WA",2025,2025-06-12,146,21,"Alive",NA,2022-05-07,449,201,"N",1132,"Alive"
"1827",204,"Renton","WA",2026,2026-04-30,158,22.75,"Alive","missing tag, brown tips",2022-05-07,449,201,"N",1454,"Alive"
"1828",205,"Renton","OR",2022,2022-05-05,83,8.5,"Alive","dead tree",2022-05-07,205,NA,"N",-2,"Alive"
"1829",205,"Renton","WA",2022,2022-05-05,107.5,11.9,"Alive",NA,2022-05-07,450,203,"N",-2,"Alive"
"1830",205,"Renton","WA",2023,2023-04-12,109,19.8,"Alive",NA,2022-05-07,450,203,"N",340,"Alive"
"1831",205,"Renton","WA",2024,2024-06-18,121,18.6,"Alive",NA,2022-05-07,450,203,"N",773,"Alive"
"1832",205,"Renton","WA",2025,2025-06-12,161,18.9,"Alive",NA,2022-05-07,450,203,"N",1132,"Alive"
"1833",205,"Renton","WA",2026,2026-04-30,173,22.35,"Alive","missing tag",2022-05-07,450,203,"N",1454,"Alive"
"1834",206,"Renton","OR",2022,2022-05-05,76,8.4,"Alive",NA,2022-05-07,206,194,"N",-2,"Alive"
"1835",206,"Renton","OR",2023,2023-04-12,80,6.8,"Alive",NA,2022-05-07,206,194,"N",340,"Alive"
"1836",206,"Renton","OR",2024,2024-06-18,50,8.3,"Alive","Browsed top 1/2",2022-05-07,206,194,"Y",773,"Alive"
"1837",206,"Renton","OR",2025,2025-06-12,49,10.7,"Alive","Browsed",2022-05-07,206,194,"Y",1132,"Alive"
"1838",206,"Renton","OR",2026,2026-04-30,61,11.19,"Alive","top eaten, new lead",2022-05-07,206,194,"N",1454,"Alive"
"1839",206,"Renton","WA",2022,2022-05-05,106.5,11.2,"Alive",NA,2022-05-07,451,206,"N",-2,"Alive"
"1840",206,"Renton","WA",2023,2023-04-12,114,13.8,"Alive",NA,2022-05-07,451,206,"N",340,"Alive"
"1841",206,"Renton","WA",2024,2024-06-18,121,13.8,"Alive",NA,2022-05-07,451,206,"N",773,"Alive"
"1842",206,"Renton","WA",2025,2025-06-12,138,15.8,"Alive",NA,2022-05-07,451,206,"N",1132,"Alive"
"1843",206,"Renton","WA",2026,2026-04-30,148,21.22,"Alive","missing tag",2022-05-07,451,206,"N",1454,"Alive"
"1844",207,"Renton","OR",2022,2022-05-05,88,8.8,"Alive",NA,2022-05-07,207,196,"N",-2,"Alive"
"1845",207,"Renton","OR",2023,2023-04-12,90,8.8,"Alive",NA,2022-05-07,207,196,"N",340,"Alive"
"1846",207,"Renton","OR",2024,2024-06-18,54,10.6,"Alive","Browsed top 1/2",2022-05-07,207,196,"Y",773,"Alive"
"1847",207,"Renton","OR",2025,2025-06-12,51,11.5,"Alive","Browsed",2022-05-07,207,196,"Y",1132,"Alive"
"1848",207,"Renton","OR",2026,2026-04-30,66,11.19,"Alive","top eaten, new lead, yellowing base",2022-05-07,207,196,"N",1454,"Alive"
"1849",207,"Renton","WA",2022,2022-05-05,85.5,10.3,"Alive",NA,2022-05-07,452,209,"N",-2,"Alive"
"1850",207,"Renton","WA",2023,2023-04-12,102,13,"Alive",NA,2022-05-07,452,209,"N",340,"Alive"
"1851",207,"Renton","WA",2024,2024-06-18,135,16.2,"Alive",NA,2022-05-07,452,209,"N",773,"Alive"
"1852",207,"Renton","WA",2025,2025-06-12,162,18.9,"Alive","No tag",2022-05-07,452,209,"N",1132,"Alive"
"1853",207,"Renton","WA",2026,2026-04-30,164,21.35,"Alive","missing tag",2022-05-07,452,209,"N",1454,"Alive"
"1854",208,"Renton","OR",2022,2022-05-05,102,11,"Alive",NA,2022-05-07,208,198,"N",-2,"Alive"
"1855",208,"Renton","OR",2023,2023-04-12,110,14.5,"Alive",NA,2022-05-07,208,198,"N",340,"Alive"
"1856",208,"Renton","OR",2024,2024-06-18,142,15,"Alive",NA,2022-05-07,208,198,"N",773,"Alive"
"1857",208,"Renton","OR",2025,2025-06-12,182,18.9,"Alive",NA,2022-05-07,208,198,"N",1132,"Alive"
"1858",208,"Renton","OR",2026,2026-04-30,195,23.86,"Alive",NA,2022-05-07,208,198,"N",1454,"Alive"
"1859",208,"Renton","WA",2022,2022-05-05,103,13.5,"Alive",NA,2022-05-07,453,210,"N",-2,"Alive"
"1860",208,"Renton","WA",2023,2023-04-12,111,14.4,"Alive",NA,2022-05-07,453,210,"N",340,"Alive"
"1861",208,"Renton","WA",2024,2024-06-18,164,20.3,"Alive",NA,2022-05-07,453,210,"N",773,"Alive"
"1862",208,"Renton","WA",2025,2025-06-12,223,32.4,"Alive",NA,2022-05-07,453,210,"N",1132,"Alive"
"1863",208,"Renton","WA",2026,2026-04-30,240,36.9,"Alive",NA,2022-05-07,453,210,"N",1454,"Alive"
"1864",209,"Renton","OR",2022,2022-05-05,70.5,10.4,"Alive","two tops",2022-05-07,209,200,"N",-2,"Alive"
"1865",209,"Renton","OR",2023,2023-04-12,81,10.4,"Alive",NA,2022-05-07,209,200,"N",340,"Alive"
"1866",209,"Renton","OR",2024,2024-06-18,56,12.4,"Alive",NA,2022-05-07,209,200,"N",773,"Alive"
"1867",209,"Renton","OR",2025,2025-06-12,55,13.9,"Alive",NA,2022-05-07,209,200,"N",1132,"Alive"
"1868",209,"Renton","OR",2026,2026-04-30,59,15.17,"Alive","browsed, new lead",2022-05-07,209,200,"Y",1454,"Alive"
"1869",209,"Renton","WA",2022,2022-05-05,81,12.5,"Alive",NA,2022-05-07,454,211,"N",-2,"Alive"
"1870",209,"Renton","WA",2023,2023-04-12,76,8.8,"Alive",NA,2022-05-07,454,211,"N",340,"Alive"
"1871",209,"Renton","WA",2024,2024-06-18,53,12.8,"Alive","Browsed top 1/2",2022-05-07,454,211,"Y",773,"Alive"
"1872",209,"Renton","WA",2025,2025-06-12,58,14.1,"Alive","Browsed",2022-05-07,454,211,"Y",1132,"Alive"
"1873",209,"Renton","WA",2026,2026-04-30,74,15.89,"Alive","browsed, new lead",2022-05-07,454,211,"Y",1454,"Alive"
"1874",210,"Renton","OR",2022,2022-05-05,91,11,"Alive",NA,2022-05-07,210,202,"N",-2,"Alive"
"1875",210,"Renton","OR",2023,2023-04-12,97,12.3,"Alive",NA,2022-05-07,210,202,"N",340,"Alive"
"1876",210,"Renton","OR",2024,2024-06-18,119,15.6,"Alive",NA,2022-05-07,210,202,"N",773,"Alive"
"1877",210,"Renton","OR",2025,2025-06-12,141,18.3,"Alive",NA,2022-05-07,210,202,"N",1132,"Alive"
"1878",210,"Renton","OR",2026,2026-04-30,149,21.28,"Alive",NA,2022-05-07,210,202,"N",1454,"Alive"
"1879",210,"Renton","WA",2022,2022-05-05,103,10.7,"Alive",NA,2022-05-07,455,213,"N",-2,"Alive"
"1880",210,"Renton","WA",2023,2023-04-12,106,12.9,"Alive",NA,2022-05-07,455,213,"N",340,"Alive"
"1881",210,"Renton","WA",2024,2024-06-18,141,16.2,"Alive",NA,2022-05-07,455,213,"N",773,"Alive"
"1882",210,"Renton","WA",2025,2025-06-12,165,22.4,"Alive",NA,2022-05-07,455,213,"N",1132,"Alive"
"1883",210,"Renton","WA",2026,2026-04-30,173,22.76,"Alive","browning at bottom",2022-05-07,455,213,"N",1454,"Alive"
"1884",211,"Renton","OR",2022,2022-05-05,71,9.5,"Alive",NA,2022-05-07,211,204,"N",-2,"Alive"
"1885",211,"Renton","OR",2023,2023-04-12,76,10.2,"Alive",NA,2022-05-07,211,204,"N",340,"Alive"
"1886",211,"Renton","OR",2024,2024-06-18,73,13,"Alive","Browsed top 1/2",2022-05-07,211,204,"Y",773,"Alive"
"1887",211,"Renton","OR",2025,2025-06-12,61,13.6,"Alive","Browsed",2022-05-07,211,204,"Y",1132,"Alive"
"1888",211,"Renton","OR",2026,2026-04-30,69,14.24,"Alive","browsed, unhealthy",2022-05-07,211,204,"Y",1454,"Alive"
"1889",211,"Renton","WA",2022,2022-05-05,109,12.7,"Alive",NA,2022-05-07,456,215,"N",-2,"Alive"
"1890",211,"Renton","WA",2023,2023-04-12,114,14.1,"Alive",NA,2022-05-07,456,215,"N",340,"Alive"
"1891",211,"Renton","WA",2024,2024-06-18,149,20.3,"Alive",NA,2022-05-07,456,215,"N",773,"Alive"
"1892",211,"Renton","WA",2025,2025-06-12,192,27.5,"Alive",NA,2022-05-07,456,215,"N",1132,"Alive"
"1893",211,"Renton","WA",2026,2026-04-30,200,33.93,"Alive","brown at bottom",2022-05-07,456,215,"N",1454,"Alive"
"1894",212,"Renton","OR",2022,2022-05-05,86,10,"Alive",NA,2022-05-07,212,205,"N",-2,"Alive"
"1895",212,"Renton","OR",2023,2023-04-12,87,9.9,"Alive",NA,2022-05-07,212,205,"N",340,"Alive"
"1896",212,"Renton","OR",2024,2024-06-18,50,8,"Alive","Browsed top 1/2",2022-05-07,212,205,"Y",773,"Alive"
"1897",212,"Renton","OR",2025,2025-06-12,74,14.2,"Alive","Browsed",2022-05-07,212,205,"Y",1132,"Alive"
"1898",212,"Renton","OR",2026,2026-04-30,82,18.32,"Alive","epicormic sprouting",2022-05-07,212,205,"N",1454,"Alive"
"1899",212,"Renton","WA",2022,2022-05-05,99,11,"Alive",NA,2022-05-07,457,216,"N",-2,"Alive"
"1900",212,"Renton","WA",2023,2023-04-12,105,16.1,"Alive",NA,2022-05-07,457,216,"N",340,"Alive"
"1901",212,"Renton","WA",2024,2024-06-18,134,17.2,"Alive",NA,2022-05-07,457,216,"N",773,"Alive"
"1902",212,"Renton","WA",2025,2025-06-12,185,25.2,"Alive",NA,2022-05-07,457,216,"N",1132,"Alive"
"1903",212,"Renton","WA",2026,2026-04-30,200,31.33,"Alive","brown tips",2022-05-07,457,216,"N",1454,"Alive"
"1904",213,"Renton","OR",2022,2022-05-05,73,8.5,"Alive",NA,2022-05-07,213,207,"N",-2,"Alive"
"1905",213,"Renton","OR",2023,2023-04-12,96,9.6,"Alive",NA,2022-05-07,213,207,"N",340,"Alive"
"1906",213,"Renton","OR",2024,2024-06-18,46,10.3,"Alive","Browsed top 1/2",2022-05-07,213,207,"Y",773,"Alive"
"1907",213,"Renton","OR",2025,2025-06-12,52,11,"Alive","Severly Browsed",2022-05-07,213,207,"Y",1132,"Alive"
"1908",213,"Renton","OR",2026,2026-04-30,44,13.29,"Alive","unhealthy, browsed to heck, mechanical damage",2022-05-07,213,207,"Y",1454,"Alive"
"1909",213,"Renton","WA",2022,2022-05-05,97,9.2,"Alive",NA,2022-05-07,458,219,"N",-2,"Alive"
"1910",213,"Renton","WA",2023,2023-04-12,101,12,"Alive",NA,2022-05-07,458,219,"N",340,"Alive"
"1911",213,"Renton","WA",2024,2024-06-18,107,16.1,"Alive","Browsed top 1/2",2022-05-07,458,219,"Y",773,"Alive"
"1912",213,"Renton","WA",2025,2025-06-12,56,16.5,"Alive","Browsed",2022-05-07,458,219,"Y",1132,"Alive"
"1913",213,"Renton","WA",2026,2026-04-30,73,19.35,"Alive","top eaten, new lead, epicormic sprouting",2022-05-07,458,219,"N",1454,"Alive"
"1914",214,"Renton","OR",2022,2022-05-05,73,8.5,"Alive",NA,2022-05-07,214,208,"N",-2,"Alive"
"1915",214,"Renton","OR",2023,2023-04-12,77,16.5,"Alive",NA,2022-05-07,214,208,"N",340,"Alive"
"1916",214,"Renton","OR",2024,2024-06-18,56,10.3,"Alive","Browsed top 1/2",2022-05-07,214,208,"Y",773,"Alive"
"1917",214,"Renton","OR",2025,2025-06-12,78,11.3,"Alive","Browsed",2022-05-07,214,208,"Y",1132,"Alive"
"1918",214,"Renton","OR",2026,2026-04-30,86,11.6,"Alive",NA,2022-05-07,214,208,"N",1454,"Alive"
"1919",214,"Renton","WA",2022,2022-05-05,90.5,8.5,"Alive",NA,2022-05-07,459,223,"N",-2,"Alive"
"1920",214,"Renton","WA",2023,2023-04-12,97,11.8,"Alive",NA,2022-05-07,459,223,"N",340,"Alive"
"1921",214,"Renton","WA",2024,2024-06-18,119,12.8,"Alive",NA,2022-05-07,459,223,"N",773,"Alive"
"1922",214,"Renton","WA",2025,2025-06-12,137,17.1,"Alive",NA,2022-05-07,459,223,"N",1132,"Alive"
"1923",214,"Renton","WA",2026,2026-04-30,140,20.72,"Alive","yellowing",2022-05-07,459,223,"N",1454,"Alive"
"1924",215,"Renton","OR",2022,2022-05-05,84,10,"Alive",NA,2022-05-07,215,212,"N",-2,"Alive"
"1925",215,"Renton","OR",2023,2023-04-12,87,10.1,"Alive",NA,2022-05-07,215,212,"N",340,"Alive"
"1926",215,"Renton","OR",2024,2024-06-18,58,12.7,"Alive","Browsed top 1/2",2022-05-07,215,212,"Y",773,"Alive"
"1927",215,"Renton","OR",2025,2025-06-12,91,13.2,"Alive","Browsed/two leads",2022-05-07,215,212,"Y",1132,"Alive"
"1928",215,"Renton","OR",2026,2026-04-30,105,16.76,"Alive",NA,2022-05-07,215,212,"N",1454,"Alive"
"1929",215,"Renton","WA",2022,2022-05-05,99,10.2,"Alive",NA,2022-05-07,460,221,"N",-2,"Alive"
"1930",215,"Renton","WA",2023,2023-04-12,107,13.9,"Alive",NA,2022-05-07,460,221,"N",340,"Alive"
"1931",215,"Renton","WA",2024,2024-06-18,134,16.9,"Alive",NA,2022-05-07,460,221,"N",773,"Alive"
"1932",215,"Renton","WA",2025,2025-06-12,155,23.2,"Alive",NA,2022-05-07,460,221,"N",1132,"Alive"
"1933",215,"Renton","WA",2026,2026-04-30,161,28.01,"Alive","epicormic sprouting",2022-05-07,460,221,"N",1454,"Alive"
"1934",216,"Renton","OR",2022,2022-05-05,77,8.5,"Alive",NA,2022-05-07,216,214,"N",-2,"Alive"
"1935",216,"Renton","OR",2023,2023-04-12,82,10.8,"Alive",NA,2022-05-07,216,214,"N",340,"Alive"
"1936",216,"Renton","OR",2024,2024-06-18,59,13.7,"Alive","Browsed top 1/2",2022-05-07,216,214,"Y",773,"Alive"
"1937",216,"Renton","OR",2025,2025-06-12,73,15.1,"Alive","Browsed",2022-05-07,216,214,"Y",1132,"Alive"
"1938",216,"Renton","OR",2026,2026-04-30,53,16.29,"Alive","severely browsed",2022-05-07,216,214,"Y",1454,"Alive"
"1939",216,"Renton","WA",2022,2022-05-05,75,10.6,"Alive","two tops",2022-05-07,461,225,"N",-2,"Alive"
"1940",216,"Renton","WA",2023,2023-04-12,80,12.6,"Alive",NA,2022-05-07,461,225,"N",340,"Alive"
"1941",216,"Renton","WA",2024,2024-06-18,71,16.3,"Alive","Browsed top 1/2",2022-05-07,461,225,"Y",773,"Alive"
"1942",216,"Renton","WA",2025,2025-06-12,93,15.6,"Alive",NA,2022-05-07,461,225,"N",1132,"Alive"
"1943",216,"Renton","WA",2026,2026-04-30,92,20.64,"Alive","browning, epicormic sprouts",2022-05-07,461,225,"N",1454,"Alive"
"1944",217,"Renton","OR",2022,2022-05-05,99,12.4,"Alive",NA,2022-05-07,217,217,"N",-2,"Alive"
"1945",217,"Renton","OR",2023,2023-04-12,106,15.6,"Alive",NA,2022-05-07,217,217,"N",340,"Alive"
"1946",217,"Renton","OR",2024,2024-06-18,144,16.9,"Alive",NA,2022-05-07,217,217,"N",773,"Alive"
"1947",217,"Renton","OR",2025,2025-06-12,173,21.4,"Alive",NA,2022-05-07,217,217,"N",1132,"Alive"
"1948",217,"Renton","OR",2026,2026-04-30,181,29.22,"Alive",NA,2022-05-07,217,217,"N",1454,"Alive"
"1949",217,"Renton","WA",2022,2022-05-05,111,13.2,"Alive",NA,2022-05-07,462,227,"N",-2,"Alive"
"1950",217,"Renton","WA",2023,2023-04-12,129,16.2,"Alive",NA,2022-05-07,462,227,"N",340,"Alive"
"1951",217,"Renton","WA",2024,2024-06-18,151,18.5,"Alive",NA,2022-05-07,462,227,"N",773,"Alive"
"1952",217,"Renton","WA",2025,2025-06-12,176,25.1,"Alive",NA,2022-05-07,462,227,"N",1132,"Alive"
"1953",217,"Renton","WA",2026,2026-04-30,182,34.34,"Alive",NA,2022-05-07,462,227,"N",1454,"Alive"
"1954",218,"Renton","OR",2022,2022-05-05,104,10.7,"Alive",NA,2022-05-07,218,218,"N",-2,"Alive"
"1955",218,"Renton","OR",2023,2023-04-12,105,15.8,"Alive",NA,2022-05-07,218,218,"N",340,"Alive"
"1956",218,"Renton","OR",2024,2024-06-18,47,12.9,"Alive","Browsed top 1/2",2022-05-07,218,218,"Y",773,"Alive"
"1957",218,"Renton","OR",2025,2024-06-18,46,13.9,"Alive","Browsed",2022-05-07,218,218,"Y",773,"Alive"
"1958",218,"Renton","OR",2026,2026-04-30,41,12.91,"Alive","severely browsed, epicormic sprouting, no top",2022-05-07,218,218,"Y",1454,"Alive"
"1959",218,"Renton","WA",2022,2022-05-05,100,11.3,"Alive",NA,2022-05-07,463,NA,"N",-2,"Dead"
"1960",218,"Renton","WA",2023,2023-04-12,104,10,"Dead","roots grown around caging",2022-05-07,463,NA,"N",340,"Dead"
"1961",218,"Renton","WA",2024,2024-06-18,NA,NA,"Dead",NA,2022-05-07,463,NA,"N",773,"Dead"
"1962",218,"Renton","WA",2025,2025-06-12,NA,NA,"Dead",NA,2022-05-07,463,NA,"N",1132,"Dead"
"1963",219,"Renton","OR",2022,2022-05-05,62,9.5,"Alive",NA,2022-05-07,219,220,"N",-2,"Alive"
"1964",219,"Renton","OR",2023,2023-04-12,64,8.4,"Alive",NA,2022-05-07,219,220,"N",340,"Alive"
"1965",219,"Renton","OR",2024,2024-06-18,51,11.4,"Alive","Browsed top 1/2",2022-05-07,219,220,"Y",773,"Alive"
"1966",219,"Renton","OR",2025,2025-06-12,54,14.3,"Alive","Browsed",2022-05-07,219,220,"Y",1132,"Alive"
"1967",219,"Renton","OR",2026,2026-04-30,49,14.44,"Alive","top eaten, new lead, browning",2022-05-07,219,220,"N",1454,"Alive"
"1968",219,"Renton","WA",2022,2022-05-05,117,15.6,"Alive",NA,2022-05-07,464,229,"N",-2,"Alive"
"1969",219,"Renton","WA",2023,2023-04-12,121,19.3,"Alive",NA,2022-05-07,464,229,"N",340,"Alive"
"1970",219,"Renton","WA",2024,2024-06-18,148,19.1,"Alive",NA,2022-05-07,464,229,"N",773,"Alive"
"1971",219,"Renton","WA",2025,2025-06-12,180,26.5,"Alive",NA,2022-05-07,464,229,"N",1132,"Alive"
"1972",219,"Renton","WA",2026,2026-04-30,188,29.13,"Alive",NA,2022-05-07,464,229,"N",1454,"Alive"
"1973",220,"Renton","OR",2022,2022-05-05,83,10,"Alive",NA,2022-05-07,220,222,"N",-2,"Alive"
"1974",220,"Renton","OR",2023,2023-04-12,90,9.8,"Alive",NA,2022-05-07,220,222,"N",340,"Alive"
"1975",220,"Renton","OR",2024,2024-06-18,45,13.1,"Alive","Browsed top 1/2",2022-05-07,220,222,"Y",773,"Alive"
"1976",220,"Renton","OR",2025,2025-06-12,41,13.9,"Alive","Browsed/no tag",2022-05-07,220,222,"Y",1132,"Alive"
"1977",220,"Renton","OR",2026,2026-04-30,43,14.01,"Alive","severely browsed, barely alive",2022-05-07,220,222,"Y",1454,"Alive"
"1978",220,"Renton","WA",2022,2022-05-05,103,13.3,"Alive",NA,2022-05-07,465,232,"N",-2,"Alive"
"1979",220,"Renton","WA",2023,2023-04-12,111,13.6,"Alive",NA,2022-05-07,465,232,"N",340,"Alive"
"1980",220,"Renton","WA",2024,2024-06-18,135,22.5,"Alive","No tag, blue flagging",2022-05-07,465,232,"N",773,"Alive"
"1981",220,"Renton","WA",2025,2025-06-12,173,26.2,"Alive",NA,2022-05-07,465,232,"N",1132,"Alive"
"1982",220,"Renton","WA",2026,2026-04-30,181,31.06,"Alive","flagging at bottom",2022-05-07,465,232,"N",1454,"Alive"
"1983",221,"Renton","OR",2022,2022-05-05,88,10,"Alive",NA,2022-05-07,221,224,"N",-2,"Alive"
"1984",221,"Renton","OR",2023,2023-04-12,93,10.2,"Alive",NA,2022-05-07,221,224,"N",340,"Alive"
"1985",221,"Renton","OR",2024,2024-06-18,119,13.2,"Alive",NA,2022-05-07,221,224,"N",773,"Alive"
"1986",221,"Renton","OR",2025,2025-06-12,139,21.4,"Alive",NA,2022-05-07,221,224,"N",1132,"Alive"
"1987",221,"Renton","OR",2026,2026-04-30,143,18.93,"Alive","yellowing, epicormic sprouting",2022-05-07,221,224,"N",1454,"Alive"
"1988",221,"Renton","WA",2022,2022-05-05,87,9.5,"Alive",NA,2022-05-07,466,233,"N",-2,"Alive"
"1989",221,"Renton","WA",2023,2023-04-12,96,11.6,"Alive",NA,2022-05-07,466,233,"N",340,"Alive"
"1990",221,"Renton","WA",2024,2024-06-18,130,16.8,"Alive",NA,2022-05-07,466,233,"N",773,"Alive"
"1991",221,"Renton","WA",2025,2025-06-12,160,21,"Alive",NA,2022-05-07,466,233,"N",1132,"Alive"
"1992",221,"Renton","WA",2026,2026-04-30,169,29.67,"Alive","browning",2022-05-07,466,233,"N",1454,"Alive"
"1993",222,"Renton","OR",2022,2022-05-05,85,9.4,"Alive",NA,2022-05-07,222,226,"N",-2,"Alive"
"1994",222,"Renton","OR",2023,2023-04-12,103,12.3,"Alive","root crown showing",2022-05-07,222,226,"N",340,"Alive"
"1995",222,"Renton","OR",2024,2024-06-18,144,18.8,"Alive",NA,2022-05-07,222,226,"N",773,"Alive"
"1996",222,"Renton","OR",2025,2025-06-12,171,26.6,"Alive",NA,2022-05-07,222,226,"N",1132,"Alive"
"1997",222,"Renton","OR",2026,2026-04-30,179,50.93,"Alive",NA,2022-05-07,222,226,"N",1454,"Alive"
"1998",222,"Renton","WA",2022,2022-05-05,91,11.5,"Alive",NA,2022-05-07,467,235,"N",-2,"Alive"
"1999",222,"Renton","WA",2023,2023-04-12,90,14,"Alive",NA,2022-05-07,467,235,"N",340,"Alive"
"2000",222,"Renton","WA",2024,2024-06-18,121,17.8,"Alive",NA,2022-05-07,467,235,"N",773,"Alive"
"2001",222,"Renton","WA",2025,2025-06-12,178,30.8,"Alive",NA,2022-05-07,467,235,"N",1132,"Alive"
"2002",222,"Renton","WA",2026,2026-04-30,180,32.85,"Alive",NA,2022-05-07,467,235,"N",1454,"Alive"
"2003",223,"Renton","OR",2022,2022-05-05,58,6.7,"Alive",NA,2022-05-07,223,228,"N",-2,"Dead"
"2004",223,"Renton","OR",2023,2023-04-12,61,16.7,"Alive",NA,2022-05-07,223,228,"N",340,"Dead"
"2005",223,"Renton","OR",2024,2024-06-18,52,13.4,"Alive","No tag, orange flagging, browsed top",2022-05-07,223,228,"Y",773,"Dead"
"2006",223,"Renton","OR",2025,2025-06-12,37,10.6,"Alive","Browsed/browning",2022-05-07,223,228,"Y",1132,"Dead"
"2007",223,"Renton","OR",2026,2026-04-30,NA,NA,"Dead",NA,2022-05-07,223,228,"N",1454,"Dead"
"2008",223,"Renton","WA",2022,2022-05-05,91,9.8,"Alive",NA,2022-05-07,468,234,"N",-2,"Alive"
"2009",223,"Renton","WA",2023,2023-04-12,88,14,"Alive",NA,2022-05-07,468,234,"N",340,"Alive"
"2010",223,"Renton","WA",2024,2024-06-18,116,13.1,"Alive",NA,2022-05-07,468,234,"N",773,"Alive"
